,country,variety,price,points
111284,France,Cabernet Franc,15.0,86
111285,Argentina,Cabernet Sauvignon,20.0,86
111286,Argentina,Sparkling Blend,15.0,86
111287,US,Cabernet Sauvignon,24.0,86
111288,US,Pinot Gris,13.0,86
111289,US,Tempranillo,45.0,86
111290,US,Chardonnay,16.0,86
111291,US,Cabernet Sauvignon,30.0,86
111292,Italy,Sangiovese,29.0,86
111293,Italy,Red Blend,21.0,86
111300,Chile,Pinot Noir,13.0,85
111305,France,Pinot Noir,13.0,85
111307,US,Pinot Noir,35.0,89
111309,Spain,Red Blend,20.0,89
111310,US,Grenache,38.0,89
111311,US,Chardonnay,35.0,89
111313,France,Chardonnay,35.0,89
111314,US,Riesling,20.0,89
111315,US,Malbec,20.0,89
111316,US,Riesling,16.0,89
111317,US,Red Blend,25.0,89
111318,US,Cabernet Sauvignon,12.0,89
111319,France,Pinot Noir,51.0,89
111320,US,Merlot,64.0,89
111321,US,Riesling,14.0,89
111322,France,Pinot Noir,80.0,89
111323,France,Pinot Noir,35.0,89
111325,US,Chardonnay,28.0,89
111326,US,Pinot Noir,41.0,89
111328,US,Rhône-style Red Blend,35.0,89
111330,US,Syrah,32.0,89
111333,US,Pinot Noir,35.0,89
111334,Germany,Riesling,25.0,91
111336,Portugal,Portuguese Red,22.0,91
111338,Germany,Riesling,18.0,91
111340,US,Chardonnay,28.0,91
111341,US,Chardonnay,64.0,91
111343,US,Rhône-style Red Blend,48.0,91
111344,France,Champagne Blend,75.0,91
111345,Portugal,Portuguese Red,30.0,91
111346,France,Bordeaux-style Red Blend,25.0,91
111347,France,Viognier,30.0,91
111348,France,Chardonnay,40.0,91
111349,Germany,Riesling,36.0,91
111350,Germany,Riesling,25.0,91
111351,US,Pinot Noir,60.0,91
111352,France,Pinot Noir,65.0,91
111353,US,Zinfandel,40.0,91
111354,US,Chardonnay,20.0,91
111355,Portugal,Portuguese Red,17.0,91
111356,Portugal,Portuguese Red,22.0,91
111357,US,Cabernet Sauvignon,27.0,85
111359,Chile,Merlot,11.0,85
111360,Chile,Pinot Noir,12.0,85
111362,Italy,Nebbiolo,35.0,85
111363,Italy,Nebbiolo,25.0,85
111364,Italy,Barbera,28.0,85
111365,US,Rhône-style Red Blend,26.0,85
111366,US,Zinfandel,11.0,85
111367,Italy,Barbera,28.0,85
111368,France,Bordeaux-style Red Blend,10.0,85
111370,Chile,Pinot Noir,12.0,85
111372,US,Red Blend,24.0,85
111373,France,Bordeaux-style Red Blend,14.0,85
111374,France,Bordeaux-style Red Blend,15.0,85
111375,US,Zinfandel,30.0,85
111376,France,Sauvignon Blanc,15.0,85
111377,US,Petite Sirah,22.0,84
111380,Italy,Nebbiolo,60.0,84
111381,US,Viognier,25.0,84
111382,Chile,Chardonnay,13.0,84
111383,Chile,Sauvignon Blanc,10.0,84
111384,US,Cabernet Sauvignon,22.0,84
111385,US,Merlot,9.0,84
111387,US,Chardonnay,22.0,86
111388,US,Cabernet Sauvignon,50.0,86
111390,Australia,Viognier,16.0,86
111391,Argentina,Malbec,18.0,86
111392,Italy,White Blend,14.0,86
111393,US,Pinot Noir,25.0,86
111394,Chile,Sauvignon Blanc,14.0,86
111396,US,Gewürztraminer,15.0,86
111397,US,White Blend,20.0,86
111399,Italy,Red Blend,13.0,86
111402,Australia,Riesling,11.0,85
111404,US,Champagne Blend,30.0,85
111405,Australia,Shiraz,20.0,85
111406,France,Bordeaux-style White Blend,19.0,85
111408,US,Pinot Gris,17.0,85
111410,US,Chardonnay,30.0,87
111411,Greece,White Blend,23.0,87
111412,US,Pinot Noir,39.0,87
111413,US,Sangiovese,35.0,87
111414,France,Rhône-style Red Blend,34.0,87
111415,US,Red Blend,45.0,87
111416,US,Cabernet Sauvignon,18.0,87
111417,US,Bordeaux-style White Blend,25.0,87
111419,US,Red Blend,28.0,87
111420,Italy,Red Blend,62.0,87
111421,US,Chardonnay,15.0,87
111422,US,Chardonnay,16.0,87
111423,US,Pinot Noir,25.0,87
111424,US,Cabernet Sauvignon,70.0,87
111426,France,Bordeaux-style Red Blend,200.0,87
111427,US,Zinfandel,28.0,87
111428,US,Pinot Noir,24.0,87
111430,US,Pinot Gris,22.0,87
111431,US,Grenache,27.0,87
111433,US,Cabernet Sauvignon,12.0,83
111434,US,Syrah,15.0,83
111435,Spain,Rosé,10.0,83
111436,Argentina,Cabernet Sauvignon,15.0,83
111437,Argentina,Cabernet Sauvignon,8.0,83
111438,Argentina,Cabernet Sauvignon,15.0,83
111439,US,Zinfandel,27.0,82
111440,US,Merlot,28.0,82
111441,Argentina,Malbec,15.0,82
111442,US,Red Blend,48.0,82
111443,US,Viognier,25.0,82
111444,US,Chardonnay,13.0,82
111445,US,Red Blend,28.0,82
111446,Argentina,Cabernet Sauvignon,11.0,82
111447,Argentina,Malbec,25.0,82
111449,US,Cabernet Sauvignon,34.0,82
111450,US,Chardonnay,26.0,82
111451,US,Cabernet Sauvignon,16.0,82
111453,Argentina,Cabernet Sauvignon,11.0,82
111454,Italy,Rosé,18.0,81
111455,US,Zinfandel,24.0,81
111458,Italy,Sangiovese,55.0,88
111459,France,Bordeaux-style White Blend,13.0,88
111460,France,Bordeaux-style White Blend,12.0,88
111464,Italy,Red Blend,25.0,88
111465,US,Rhône-style Red Blend,30.0,88
111466,Italy,Red Blend,16.0,88
111467,Italy,Red Blend,39.0,88
111468,Italy,Red Blend,20.0,88
111469,Italy,Red Blend,30.0,88
111481,Italy,Red Blend,45.0,88
111482,US,Cabernet Sauvignon,25.0,88
111483,US,Sauvignon Blanc,20.0,88
111487,US,Cabernet Sauvignon,80.0,92
111488,Italy,Red Blend,29.0,92
111489,US,Syrah,45.0,92
111490,Austria,Riesling,25.0,92
111491,Austria,Grüner Veltliner,19.0,92
111492,Spain,Tempranillo Blend,27.0,92
111496,Israel,Merlot,17.0,92
111498,US,Bordeaux-style Red Blend,35.0,92
111499,Austria,Grüner Veltliner,16.0,92
111501,Italy,Red Blend,31.0,92
111502,Austria,Grüner Veltliner,22.0,92
111503,US,Cabernet Sauvignon,60.0,92
111504,US,Pinot Noir,42.0,92
111506,US,Syrah,80.0,92
111507,US,Cabernet Sauvignon,50.0,92
111508,US,Chardonnay,27.0,92
111509,Austria,Grüner Veltliner,32.0,92
111510,Italy,Red Blend,40.0,92
111511,Italy,Red Blend,45.0,92
111512,US,Bordeaux-style Red Blend,90.0,92
111513,Israel,Shiraz,28.0,92
111514,US,Cabernet Sauvignon,45.0,92
111516,US,Chardonnay,25.0,85
111517,US,Riesling,20.0,85
111518,US,Syrah,40.0,85
111519,US,Riesling,12.0,85
111520,US,White Blend,40.0,85
111525,US,Riesling,8.0,85
111526,Italy,Red Blend,19.0,85
111527,France,Sparkling Blend,18.0,85
111528,US,Chardonnay,32.0,85
111529,US,Chardonnay,35.0,85
111531,US,Barbera,15.0,85
111532,South Africa,Chardonnay,72.0,85
111533,US,Rhône-style Red Blend,20.0,85
111534,US,Chardonnay,17.0,85
111537,US,Pinot Noir,30.0,85
111538,Italy,Red Blend,17.0,85
111539,South Africa,Cabernet Sauvignon,9.0,85
111540,US,Riesling,16.0,85
111541,Chile,Pinot Noir,15.0,85
111544,US,Chardonnay,13.0,86
111545,US,Sauvignon Blanc,16.0,86
111546,US,Pinot Noir,16.0,86
111547,Portugal,Portuguese White,12.0,86
111548,US,Cabernet Sauvignon,28.0,86
111549,Portugal,Portuguese Red,13.0,86
111551,US,Chardonnay,25.0,86
111557,Portugal,Portuguese White,18.0,86
111559,US,Pinot Noir,42.0,86
111560,US,Pinot Noir,42.0,86
111561,US,Pinot Noir,28.0,86
111563,US,Sauvignon Blanc,15.0,86
111568,Spain,Tempranillo,18.0,90
111570,US,Cabernet Sauvignon,65.0,90
111575,Italy,White Blend,21.0,90
111578,US,Petite Sirah,34.0,90
111579,US,Rosé,18.0,90
111580,US,Pinot Noir,65.0,90
111581,Austria,Grüner Veltliner,14.0,90
111582,US,Cabernet Sauvignon,65.0,90
111583,US,Pinot Noir,25.0,90
111584,New Zealand,Sauvignon Blanc,14.0,90
111585,US,Rosé,15.0,90
111586,Italy,White Blend,24.0,90
111596,Italy,Sangiovese Grosso,21.0,90
111597,Australia,Shiraz,22.0,90
111599,US,Syrah,32.0,90
111600,US,Chardonnay,30.0,90
111601,South Africa,White Blend,42.0,90
111603,US,Cabernet Sauvignon,35.0,90
111604,Italy,Sangiovese Grosso,55.0,90
111605,US,Merlot,25.0,90
111607,Italy,Sangiovese,32.0,90
111608,Italy,Sangiovese Grosso,15.0,90
111609,Italy,Sangiovese Grosso,50.0,90
111610,US,Petite Sirah,65.0,90
111611,France,Pinot Noir,34.0,90
111612,South Africa,Sauvignon Blanc,25.0,90
111613,US,Chardonnay,36.0,90
111614,Italy,Sangiovese Grosso,68.0,89
111615,France,Pinot Noir,25.0,89
111618,Italy,Red Blend,35.0,89
111619,France,Pinot Noir,120.0,89
111620,US,Sparkling Blend,45.0,89
111621,Italy,Sangiovese Grosso,40.0,89
111622,US,Pinot Noir,30.0,89
111623,US,Cabernet Sauvignon,95.0,89
111624,Italy,Sangiovese Grosso,45.0,89
111628,US,Pinot Noir,30.0,87
111629,US,Sauvignon Blanc,26.0,87
111630,Italy,Red Blend,17.0,87
111634,Chile,Merlot,18.0,87
111635,US,Viognier,20.0,87
111637,US,Pinot Noir,18.0,87
111638,US,Bordeaux-style Red Blend,49.0,87
111639,Italy,Red Blend,28.0,87
111640,US,Pinot Noir,75.0,87
111641,Germany,Riesling,14.0,87
111642,US,Cabernet Sauvignon,40.0,87
111643,US,Cabernet Sauvignon,14.0,87
111644,Italy,Sangiovese,13.0,87
111645,Italy,Sangiovese,21.0,87
111646,US,Riesling,11.0,87
111647,US,Bordeaux-style Red Blend,26.0,87
111649,Italy,Sangiovese,25.0,87
111650,Italy,Red Blend,32.0,87
111651,Italy,Sangiovese,15.0,87
111652,Chile,Merlot,22.0,87
111653,US,Malbec,98.0,87
111654,US,Pinot Noir,45.0,87
111655,Australia,Red Blend,20.0,87
111656,US,Cabernet Franc,50.0,92
111657,South Africa,Syrah,40.0,92
111658,US,Pinot Noir,45.0,92
111659,US,Cabernet Sauvignon,34.0,92
111660,Italy,Red Blend,60.0,92
111661,Argentina,Red Blend,30.0,92
111662,New Zealand,Pinot Noir,130.0,92
111663,Italy,Sangiovese,50.0,92
111664,Italy,Sangiovese,45.0,92
111665,Italy,Sangiovese,40.0,92
111666,US,Red Blend,48.0,92
111667,US,Riesling,25.0,92
111668,US,Bordeaux-style Red Blend,52.0,92
111669,US,Cabernet Sauvignon,100.0,92
111671,US,Pinot Noir,59.0,92
111672,New Zealand,Pinot Noir,99.0,92
111673,France,Chardonnay,48.0,92
111674,Italy,Sangiovese,115.0,92
111675,Argentina,Bordeaux-style Red Blend,65.0,92
111678,US,Cabernet Sauvignon,60.0,92
111679,US,Syrah,45.0,92
111680,US,Pinot Noir,35.0,92
111681,US,Rhône-style Red Blend,20.0,92
111682,Argentina,Malbec,120.0,92
111683,Austria,Riesling,45.0,91
111684,US,Pinot Noir,25.0,91
111685,US,Syrah,37.0,91
111686,US,Cabernet Franc,130.0,91
111687,US,Pinot Noir,37.0,91
111688,New Zealand,Pinot Noir,42.0,91
111689,Germany,Riesling,34.0,91
111690,US,Grüner Veltliner,20.0,91
111691,France,Sauvignon Blanc,26.0,91
111692,Portugal,Portuguese Red,19.0,91
111693,Portugal,Portuguese Red,19.0,91
111694,Italy,Nebbiolo,37.0,91
111703,New Zealand,Pinot Noir,30.0,91
111704,US,Zinfandel,30.0,91
111706,Israel,Bordeaux-style Red Blend,22.0,91
111707,France,Sauvignon Blanc,50.0,91
111710,Germany,Riesling,24.0,91
111711,New Zealand,Pinot Noir,30.0,90
111716,Argentina,Cabernet Sauvignon,20.0,88
111717,US,Chardonnay,45.0,88
111718,France,Cabernet Franc,25.0,88
111719,US,Cabernet Sauvignon,34.0,88
111720,France,Pinot Noir,35.0,88
111731,US,Sparkling Blend,20.0,88
111732,US,Pinot Noir,22.0,88
111733,Italy,Red Blend,16.0,88
111734,US,Pinot Noir,34.0,88
111735,Germany,Riesling,11.0,88
111736,Germany,Riesling,11.0,88
111737,Argentina,Malbec,13.0,88
111738,US,Bordeaux-style Red Blend,48.0,88
111739,Portugal,Syrah,45.0,88
111742,Italy,Red Blend,50.0,88
111743,US,Chardonnay,39.0,88
111744,US,Zinfandel,30.0,88
111745,Chile,Chardonnay,11.0,81
111746,Chile,Cabernet Sauvignon,10.0,81
111748,Chile,Malbec,11.0,81
111749,Chile,Merlot,26.0,81
111753,France,Bordeaux-style Red Blend,1500.0,100
111754,Italy,Sangiovese Grosso,270.0,100
111755,France,Bordeaux-style Red Blend,1500.0,100
111756,France,Bordeaux-style Red Blend,359.0,100
111764,France,Bordeaux-style Red Blend,110.0,97
111783,Italy,Nebbiolo,40.0,90
111784,US,Sauvignon Blanc,20.0,90
111785,US,Syrah,40.0,90
111786,US,Red Blend,20.0,90
111787,Austria,Sparkling Blend,30.0,90
111788,US,Red Blend,17.0,90
111790,Italy,Red Blend,32.0,90
111791,US,Barbera,35.0,90
111792,US,Viognier,18.0,90
111793,US,Cabernet Sauvignon,55.0,90
111795,US,Pinot Noir,33.0,90
111796,France,Chardonnay,70.0,90
111797,US,Gewürztraminer,20.0,90
111798,US,Red Blend,36.0,86
111802,US,Viognier,15.0,86
111803,France,Sauvignon Blanc,8.0,86
111806,Italy,White Blend,17.0,86
111807,US,Zinfandel,18.0,86
111810,US,Bordeaux-style Red Blend,18.0,86
111811,US,Syrah,24.0,86
111817,Greece,White Blend,38.0,86
111818,US,Sauvignon Blanc,12.0,86
111820,Chile,Sauvignon Blanc,15.0,86
111821,US,Rosé,18.0,86
111822,New Zealand,Riesling,19.0,86
111823,France,Syrah,80.0,91
111824,France,Rhône-style Red Blend,74.0,91
111825,Italy,Red Blend,50.0,91
111826,Italy,Red Blend,49.0,91
111827,US,Pinot Noir,38.0,91
111828,US,Merlot,52.0,91
111830,US,Cabernet Sauvignon,50.0,91
111831,US,Cabernet Sauvignon,45.0,91
111832,US,Pinot Noir,52.0,91
111833,Italy,Red Blend,25.0,91
111834,US,Syrah,60.0,91
111835,US,Bordeaux-style Red Blend,45.0,91
111836,US,Cabernet Sauvignon,65.0,91
111837,France,Syrah,30.0,91
111839,US,Chardonnay,18.0,91
111840,France,Rhône-style Red Blend,20.0,91
111842,US,Pinot Gris,17.0,91
111843,US,Pinot Noir,39.0,91
111846,US,Chardonnay,45.0,91
111847,US,Pinot Noir,40.0,91
111849,US,Pinot Noir,48.0,91
111850,Italy,Syrah,30.0,91
111853,Chile,Carmenère,13.0,86
111855,Italy,Pinot Grigio,11.0,86
111857,US,Zinfandel,40.0,86
111858,US,Syrah,52.0,86
111859,US,Red Blend,28.0,86
111860,France,Chardonnay,21.0,86
111861,US,Chardonnay,13.0,86
111862,Argentina,Malbec,10.0,86
111863,Chile,Merlot,10.0,86
111864,US,Cabernet Sauvignon,28.0,86
111865,Argentina,Malbec,10.0,86
111866,US,Chardonnay,16.0,86
111867,US,Syrah,25.0,86
111870,US,Syrah,38.0,86
111872,US,Riesling,24.0,86
111873,Chile,Carmenère,27.0,86
111876,Argentina,Cabernet Sauvignon,13.0,85
111877,France,Merlot,10.0,85
111878,France,Merlot,9.0,85
111880,Argentina,Chardonnay,9.0,85
111881,Argentina,Malbec,6.0,85
111886,Italy,White Blend,39.0,90
111887,New Zealand,Riesling,25.0,90
111891,US,Cabernet Sauvignon,29.0,90
111894,US,Petite Sirah,45.0,90
111896,Italy,Red Blend,32.0,90
111898,Italy,Sangiovese,40.0,88
111899,Italy,Sangiovese,48.0,88
111901,US,White Blend,19.0,88
111902,US,Cabernet Sauvignon,28.0,88
111903,US,Red Blend,15.0,88
111904,US,Petite Sirah,32.0,88
111905,US,Rhône-style Red Blend,24.0,88
111906,US,Rhône-style Red Blend,21.0,88
111907,US,Cabernet Sauvignon,13.0,88
111908,US,Viognier,13.0,88
111909,Argentina,Bordeaux-style Red Blend,26.0,88
111910,Italy,Sangiovese,45.0,88
111911,Italy,Sangiovese,50.0,88
111912,Italy,Sangiovese,20.0,88
111913,US,Riesling,15.0,88
111914,US,Chardonnay,16.0,88
111916,US,Riesling,16.0,88
111919,Italy,White Blend,15.0,88
111920,Italy,Red Blend,45.0,88
111921,Italy,Sangiovese,60.0,88
111922,US,Bordeaux-style Red Blend,35.0,88
111924,Spain,Sparkling Blend,17.0,88
111925,Italy,Sangiovese,100.0,88
111926,Spain,Tempranillo,15.0,88
111928,France,Bordeaux-style White Blend,16.0,86
111929,France,Malbec,10.0,86
111930,France,Malbec,11.0,86
111931,France,Bordeaux-style Red Blend,15.0,86
111932,France,Bordeaux-style Red Blend,21.0,86
111933,France,Bordeaux-style White Blend,17.0,86
111934,US,Syrah,28.0,86
111935,France,Rosé,20.0,86
111936,US,Cabernet Franc,28.0,86
111937,US,Bordeaux-style Red Blend,39.0,86
111939,Italy,Red Blend,16.0,86
111940,Chile,Sauvignon Blanc,10.0,86
111941,Chile,Cabernet Sauvignon,15.0,86
111942,Portugal,Portuguese White,12.0,86
111944,Portugal,Portuguese White,9.0,85
111946,Portugal,Portuguese Red,7.0,85
111950,France,Bordeaux-style Red Blend,18.0,85
111952,France,Bordeaux-style White Blend,10.0,85
111953,Portugal,Portuguese Red,13.0,85
111954,Portugal,Portuguese White,13.0,85
111955,Italy,Red Blend,19.0,85
111957,US,Zinfandel,40.0,93
111958,Italy,Red Blend,120.0,93
111959,US,Pinot Noir,34.0,93
111960,US,Cabernet Sauvignon,85.0,93
111961,France,Pinot Noir,135.0,93
111962,France,Pinot Noir,122.0,93
111963,France,Pinot Noir,160.0,93
111964,US,Syrah,32.0,93
111965,US,Pinot Noir,56.0,93
111966,US,Chardonnay,45.0,93
111967,France,Pinot Noir,463.0,93
111968,US,Cabernet Sauvignon,35.0,93
111970,France,Gewürztraminer,55.0,93
111971,France,Riesling,36.0,93
111972,US,Pinot Noir,82.0,93
111973,Italy,Red Blend,135.0,93
111974,Italy,Red Blend,65.0,93
111984,US,Pinot Noir,62.0,93
111985,Italy,Red Blend,91.0,93
111994,US,Chardonnay,36.0,88
111996,US,Zinfandel,29.0,88
111998,France,White Blend,16.0,88
111999,France,White Blend,16.0,88
112000,France,Bordeaux-style White Blend,25.0,88
112001,US,Zinfandel,26.0,88
112004,US,Pinot Noir,50.0,88
112005,Argentina,Malbec,25.0,88
112008,Italy,Chardonnay,23.0,88
112010,US,Pinot Noir,19.0,88
112011,Greece,Red Blend,14.0,88
112013,US,Cabernet Sauvignon,60.0,88
112014,Argentina,Cabernet Sauvignon,18.0,88
112015,US,Grenache,26.0,82
112016,US,Petite Sirah,33.0,82
112017,US,Shiraz,25.0,82
112018,US,Red Blend,37.0,82
112019,US,Chardonnay,8.0,82
112020,Chile,Pinot Noir,16.0,82
112021,Chile,Chardonnay,12.0,82
112022,Chile,Syrah,12.0,82
112023,US,Chardonnay,15.0,82
112024,US,Malbec,14.0,82
112025,US,Zinfandel,19.0,82
112026,US,Chardonnay,12.0,82
112027,US,Pinot Noir,22.0,82
112028,US,Pinot Noir,38.0,82
112029,Chile,Merlot,12.0,82
112030,US,Tempranillo,38.0,82
112031,US,Merlot,20.0,82
112032,Chile,Sauvignon Blanc,12.0,82
112033,US,Merlot,48.0,82
112034,US,Bordeaux-style White Blend,25.0,82
112035,US,Tempranillo,26.0,82
112036,Chile,Sauvignon Blanc,10.0,82
112038,France,Champagne Blend,45.0,82
112039,US,Syrah,37.0,82
112040,US,Petite Sirah,35.0,89
112041,France,Rosé,15.0,89
112042,Austria,Grüner Veltliner,15.0,89
112043,US,Cabernet Sauvignon,75.0,89
112044,New Zealand,Chardonnay,30.0,89
112045,Italy,Red Blend,18.0,89
112047,France,Rosé,13.0,89
112048,US,Pinot Noir,26.0,89
112052,US,Bordeaux-style Red Blend,40.0,89
112055,Argentina,Malbec,20.0,89
112062,Austria,Grüner Veltliner,12.0,89
112063,US,Pinot Noir,40.0,89
112064,France,Rosé,17.0,89
112070,Italy,Nebbiolo,60.0,88
112071,Italy,Nebbiolo,22.0,88
112072,US,Zinfandel,20.0,88
112073,US,Cabernet Sauvignon,30.0,88
112074,US,Cabernet Sauvignon,40.0,88
112075,US,Merlot,30.0,88
112076,US,Pinot Noir,38.0,88
112077,Chile,Red Blend,30.0,88
112078,Chile,Sauvignon Blanc,12.0,88
112080,US,Syrah,30.0,88
112081,Australia,Shiraz,15.0,88
112082,US,Pinot Noir,55.0,88
112086,US,Chardonnay,75.0,88
112087,US,Bordeaux-style White Blend,40.0,88
112088,France,Bordeaux-style Red Blend,16.0,88
112089,France,Bordeaux-style Red Blend,20.0,88
112090,France,Bordeaux-style Red Blend,16.0,88
112091,Israel,Bordeaux-style Red Blend,50.0,88
112092,US,Red Blend,40.0,88
112095,US,Bordeaux-style Red Blend,39.0,88
112096,Israel,Chardonnay,19.0,88
112098,US,Sauvignon Blanc,14.0,86
112099,US,Zinfandel,16.0,86
112100,France,Chardonnay,36.0,86
112101,France,Chardonnay,43.0,86
112102,France,Chardonnay,28.0,86
112103,Argentina,Red Blend,11.0,86
112106,US,Zinfandel,13.0,86
112109,Portugal,Portuguese Red,15.0,86
112110,Portugal,Portuguese White,14.0,86
112111,US,Rosé,22.0,86
112112,US,White Blend,20.0,86
112113,US,Zinfandel,25.0,86
112115,US,Pinot Noir,27.0,86
112116,Argentina,Chardonnay,10.0,86
112118,Argentina,Malbec,9.0,86
112120,US,Pinot Noir,50.0,86
112121,Argentina,Malbec,16.0,86
112122,France,Rosé,20.0,86
112123,France,Chardonnay,35.0,86
112124,Argentina,Rosé,12.0,86
112128,US,Pinot Noir,25.0,87
112129,US,Red Blend,28.0,87
112132,Greece,Red Blend,35.0,87
112133,Spain,White Blend,10.0,87
112134,South Africa,Cabernet Sauvignon,22.0,87
112135,Italy,Sangiovese Grosso,17.0,87
112136,US,Riesling,12.0,87
112137,US,Cabernet Sauvignon,60.0,87
112138,US,Zinfandel,28.0,87
112140,Spain,Tempranillo,18.0,87
112141,US,Chardonnay,9.0,87
112142,South Africa,Sauvignon Blanc,20.0,87
112145,US,Cabernet Sauvignon,56.0,87
112146,US,Chardonnay,18.0,87
112147,Argentina,Red Blend,65.0,87
112149,Italy,Nebbiolo,50.0,88
112152,US,Rosé,18.0,88
112153,Austria,Red Blend,19.0,88
112154,US,Red Blend,17.0,88
112157,US,Bordeaux-style Red Blend,45.0,88
112158,US,Chardonnay,45.0,88
112159,US,Merlot,25.0,88
112161,US,Sauvignon Blanc,45.0,88
112163,France,Rosé,22.0,88
112164,France,Rosé,15.0,88
112165,France,Rosé,24.0,88
112166,France,Rosé,19.0,88
112167,France,Rosé,21.0,88
112168,US,Petite Sirah,11.0,88
112169,Argentina,Malbec,17.0,88
112178,Spain,Red Blend,15.0,88
112179,US,Chardonnay,50.0,88
112180,Portugal,Portuguese Red,20.0,88
112181,US,Sparkling Blend,20.0,88
112183,US,Zinfandel,45.0,88
112184,Portugal,Portuguese White,15.0,88
112197,France,Gamay,15.0,88
112198,France,White Blend,16.0,88
112199,France,Riesling,15.0,88
112200,France,White Blend,16.0,88
112201,US,Riesling,45.0,88
112202,Chile,Sauvignon Blanc,24.0,88
112203,Chile,Syrah,19.0,88
112204,France,Gewürztraminer,21.0,88
112205,US,Cabernet Sauvignon,38.0,88
112206,US,Sauvignon Blanc,18.0,88
112209,France,Bordeaux-style White Blend,16.0,85
112210,France,Rosé,20.0,85
112211,France,Chardonnay,18.0,85
112212,Chile,Chardonnay,13.0,85
112213,US,Chardonnay,20.0,85
112215,US,Pinot Noir,15.0,85
112217,US,Pinot Noir,14.0,85
112218,Chile,Sauvignon Blanc,11.0,85
112219,US,Pinot Noir,16.0,85
112221,US,Cabernet Sauvignon,20.0,85
112227,France,Rosé,18.0,84
112228,Chile,Malbec,16.0,84
112229,France,Rosé,12.0,84
112230,US,Cabernet Sauvignon,8.0,84
112231,Spain,Tempranillo,14.0,84
112233,France,Bordeaux-style Red Blend,16.0,84
112234,France,Bordeaux-style Red Blend,24.0,84
112236,France,Bordeaux-style Red Blend,13.0,84
112237,France,Merlot,14.0,84
112238,US,Bordeaux-style Red Blend,45.0,93
112239,Italy,Glera,35.0,93
112240,France,Champagne Blend,67.0,93
112242,Austria,Sparkling Blend,35.0,93
112243,US,Pinot Noir,65.0,93
112244,France,Champagne Blend,95.0,93
112245,US,Chardonnay,36.0,93
112246,France,Champagne Blend,85.0,93
112247,US,Pinot Noir,50.0,93
112248,France,Champagne Blend,52.0,93
112250,France,Chardonnay,79.0,93
112251,US,Pinot Noir,95.0,93
112253,US,Cabernet Sauvignon,75.0,93
112254,US,Syrah,48.0,93
112255,US,Merlot,35.0,93
112256,US,Sauvignon Blanc,38.0,93
112257,US,Red Blend,38.0,93
112258,Canada,Merlot,27.0,93
112259,US,Cabernet Sauvignon,110.0,93
112260,France,Chardonnay,65.0,93
112261,US,Chardonnay,75.0,93
112262,France,Pinot Gris,40.0,93
112265,US,Pinot Noir,60.0,93
112266,US,Pinot Noir,52.0,93
112267,Italy,Glera,23.0,93
112273,US,Red Blend,10.0,85
112274,US,Syrah,10.0,85
112275,US,Sauvignon Blanc,10.0,85
112276,US,Petite Sirah,8.0,85
112278,US,Sauvignon Blanc,19.0,85
112279,Chile,Chardonnay,24.0,85
112280,US,Malbec,28.0,85
112282,Spain,Tempranillo Blend,10.0,85
112283,Italy,Nebbiolo,25.0,85
112284,France,Gamay,18.0,85
112285,France,Malbec,12.0,85
112286,US,Bordeaux-style Red Blend,7.0,85
112287,US,White Blend,26.0,85
112288,France,Gamay,13.0,85
112289,Chile,Chardonnay,12.0,85
112290,US,Merlot,22.0,85
112291,Chile,Chardonnay,14.0,85
112292,US,Chardonnay,30.0,85
112295,Chile,Carmenère,12.0,85
112296,Chile,Red Blend,12.0,85
112297,France,Gamay,14.0,85
112298,US,Pinot Noir,19.0,87
112299,US,Zinfandel,12.0,87
112300,US,Rhône-style Red Blend,36.0,87
112301,US,Sauvignon Blanc,15.0,87
112302,US,Grenache,25.0,87
112303,Germany,Riesling,15.0,87
112304,France,Rosé,12.0,87
112305,US,Cabernet Franc,35.0,87
112306,US,Pinot Noir,30.0,87
112311,US,Cabernet Sauvignon,35.0,86
112312,Chile,Pinot Noir,15.0,86
112314,France,Pinot Noir,29.0,86
112315,Germany,Riesling,15.0,86
112316,France,Rosé,17.0,86
112317,US,Grenache,33.0,86
112318,US,Pinot Grigio,24.0,86
112319,US,Chardonnay,22.0,86
112320,US,Sauvignon Blanc,18.0,86
112321,France,Rosé,15.0,86
112322,Italy,White Blend,13.0,86
112323,US,Pinot Noir,34.0,86
112326,France,Pinot Noir,18.0,86
112328,US,Chardonnay,45.0,92
112329,US,Pinot Noir,40.0,92
112330,France,Riesling,17.0,92
112331,US,Pinot Noir,46.0,92
112332,US,Pinot Noir,75.0,92
112333,US,Red Blend,55.0,92
112334,US,Pinot Noir,50.0,92
112335,US,Cabernet Sauvignon,85.0,92
112336,Portugal,Portuguese Red,29.0,92
112337,Portugal,Portuguese Red,21.0,92
112339,Portugal,Portuguese White,40.0,92
112340,US,Syrah,30.0,92
112341,France,Riesling,45.0,92
112342,France,Pinot Gris,29.0,92
112343,France,Riesling,30.0,92
112344,Germany,Riesling,53.0,92
112345,US,Pinot Noir,65.0,92
112346,US,Syrah,45.0,92
112347,US,Grüner Veltliner,32.0,92
112348,Germany,Riesling,38.0,92
112349,US,Pinot Noir,72.0,92
112350,Portugal,Portuguese Red,25.0,92
112351,US,Merlot,45.0,92
112352,US,Gewürztraminer,30.0,92
112353,US,Cabernet Sauvignon,120.0,92
112354,US,Chardonnay,40.0,92
112355,Chile,Bordeaux-style Red Blend,50.0,92
